Cliente;Grupo de Cliente;Country;Proyecto;Producto;SearchName;ProductLine;BusinessUnit;ProductGroupId;Grupo de Producto;LINENUM;SALESQTY;SALESPRICE;SALESUNIT;Unidad Monetaria;Monto;DATE;Sede de la empresa a la que se le pidio el producto
C4486;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3165;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4588;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9155;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7809;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3570;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2842;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013143;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4725;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4715;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C016093;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2633;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C012773;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8096;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3980;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C012180;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011252;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6701;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2282;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0046;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5237;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3978;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5501;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013142;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1292;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4195;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011846;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9667;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7819;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3071;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3631;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014584;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4630;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4852;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3362;Cliente;VIR;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3593;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9110;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0863;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5040;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6517;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3944;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015028;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015514;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9964;Cliente;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7373;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014662;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014516;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010474;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015604;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3535;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7713;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8074;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013020;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015496;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011783;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7304;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1117;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5058;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011278;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1954;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7337;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0274;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8525;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1886;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2778;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2402;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0583;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4645;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1366;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011573;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2152;Government;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6728;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1190;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010862;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9691;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9627;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4578;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011451;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C012429;Cliente;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011704;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2579;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5238;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2361;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1161;Government;VIR;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4268;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7097;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1340;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013657;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3457;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1502;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8160;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6785;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4991;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5590;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014885;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1531;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015095;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7858;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2434;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4082;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2013;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C016224;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5198;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7195;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8093;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7728;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3190;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0463;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010150;Cliente;PRI;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8215;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7332;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9487;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010231;Cliente;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1944;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011650;Cliente;PRI;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013455;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5717;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015183;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3078;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4849;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0712;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011501;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8187;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015700;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010380;Cliente;PRI;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C016220;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7645;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7505;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9037;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3115;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5276;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011580;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1126;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7979;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1568;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8263;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0121;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014494;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C0930;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5698;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6509;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C6985;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4257;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2161;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C010131;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013343;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C9759;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4087;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C016553;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C8485;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011147;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2118;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011685;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3330;Cliente;VIR;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1980;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2739;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C5336;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3039;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C013577;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014604;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3624;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3322;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7983;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C2797;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C014635;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015263;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011706;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C3880;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1284;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1635;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015730;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4209;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1888;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011589;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C7272;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C015092;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C011874;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1007;Cliente;VIR;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C1034;Cliente;VIR;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
C4028;Cliente;USA;NULL;NULL;NULL;NULL;NULL;NULL;NON DEFINED;NULL;NULL;NULL;NULL;NULL;NULL;NULL;Sede1
