Cliente;Grupo de Cliente;Country;Proyecto;Producto;SearchName;ProductLine;BusinessUnit;ProductGroupId;Grupo de Producto;LINENUM;SALESQTY;SALESPRICE;SALESUNIT;Unidad Monetaria;Monto;DATE;Sede de la empresa a la que se le pidio el producto
C010439;Cliente;NULL;NULL;14231;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;2;1;15;pcs;USD;15;13:28.0;Sede1
C3003;Cliente;USA;NULL;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;150;pcs;USD;150;07:25.0;Sede1
C9718;Cliente;PRI;PJ-21-2104-03;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;2;-1;0.01;pcs;USD;-0.01;15:42.0;Sede1
C4764;Cliente;USA;NULL;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;150;pcs;USD;150;31:47.0;Sede1
C011052;Cliente;USA;NULL;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;150;pcs;USD;150;39:53.0;Sede1
C010823;Cliente;USA;PJ-21-3729-02;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;150;pcs;USD;150;24:36.0;Sede1
C3323;Cliente;USA;NULL;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;135;pcs;USD;135;38:25.0;Sede1
C010453;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;25;pcs;USD;25;33:10.0;Sede1
C015227;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;2;25;pcs;USD;50;29:43.0;Sede1
C011806;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;3;25;pcs;USD;75;16:34.0;Sede1
C010011;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;4;2;20;pcs;USD;40;33:12.0;Sede1
C4764;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;25;pcs;USD;25;37:22.0;Sede1
C016064;Cliente;USA;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;3;1;25;pcs;USD;25;35:16.0;Sede1
C2576;Cliente;USA;NULL;13566;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;20;pcs;USD;20;36:28.0;Sede1
C010453;Cliente;USA;NULL;10772;TIMESWITCH;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;25;pcs;USD;25;13:02.0;Sede1
C010945;Cliente;USA;NULL;12224;SWITCHING MECHANISM;RMATS;Manufactura;RM-ATS;ROW MATERIALS;1;1;650;pcs;USD;650;03:06.0;Sede1
C014225;Cliente;USA;NULL;12224;SWITCHING MECHANISM;RMATS;Manufactura;RM-ATS;ROW MATERIALS;1;1;650;pcs;USD;650;48:39.0;Sede1
C016056;Cliente;USA;NULL;11946;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;57:04.0;Sede1
C010453;Cliente;USA;NULL;1021;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;610;pcs;USD;610;57:18.0;Sede1
C9851;Cliente;USA;NULL;14336;AIR FILTER;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;5;1;279.11;pcs;USD;279.11;52:48.0;Sede1
C1453;Government;USA;NULL;14336;AIR FILTER;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;4;1;274.6;pcs;USD;274.6;47:21.0;Sede1
C014269;Cliente;USA;PJ-22-3266;20859;InstaGene16KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;44:45.0;Sede1
C014013;Cliente;USA;PJ-22-3115;20859;InstaGene16KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;16:06.0;Sede1
C012854;Cliente;USA;PJ-22-2199;20859;InstaGene16KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;31:47.0;Sede1
C012547;Cliente;USA;PJ-22-1947;20859;InstaGene16KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4.5;1;0;SRV;USD;0;23:25.0;Sede1
C014614;Cliente;USA;PJ-22-3500;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;13:30.0;Sede1
C9979;Cliente;USA;PJ-22-3369;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;54:55.0;Sede1
C012681;Cliente;USA;PJ-22-2099;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;12:22.0;Sede1
C011630;Cliente;USA;PJ-22-0948;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;38:38.0;Sede1
C8800;Cliente;USA;PJ-21-1312;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;8;1;0;SRV;USD;0;18:35.0;Sede1
C014614;Cliente;USA;PJ-22-3588;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;SRV;USD;0;13:10.0;Sede1
C010596;Cliente;USA;PJ-21-3554;14283;ELIMINAR;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;25:08.0;Sede1
C8610;Cliente;USA;PJ-22-2549-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;56;20;SRV;USD;1120;44:42.0;Sede1
C011522;Cliente;USA;PJ-22-0739-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;26;15;SRV;USD;390;43:32.0;Sede1
C8671;Cliente;USA;PJ-21-1061-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;7;15;SRV;USD;105;35:03.0;Sede1
C8610;Cliente;USA;PJ-22-2549-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;25;40;SRV;USD;1000;43:34.0;Sede1
C013694;Cliente;USA;PJ-22-2936-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;67;15;SRV;USD;1005;49:46.0;Sede1
C012681;Cliente;USA;PJ-22-2099-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;15;15;SRV;USD;225;42:19.0;Sede1
C012854;Cliente;USA;PJ-22-2199-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;34;15;SRV;USD;510;20:52.0;Sede1
C012594;Cliente;USA;PJ-22-2010-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;10;15;SRV;USD;150;54:04.0;Sede1
C012142;Cliente;USA;PJ-22-1529-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;33;15;SRV;USD;495;17:50.0;Sede1
C012012;Cliente;USA;PJ-22-1290-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;36;15;SRV;USD;540;09:13.0;Sede1
C011852;Cliente;USA;PJ-22-1114-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;30;15;SRV;USD;450;13:53.0;Sede1
C9632;Cliente;USA;PJ-22-4151-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;46;15;SRV;USD;690;27:41.0;Sede1
C015966;Cliente;USA;PJ-23-0381-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;40;15;SRV;USD;600;11:09.0;Sede1
C014676;Cliente;USA;PJ-22-3569-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;20;20;SRV;USD;400;22:25.0;Sede1
C013694;Cliente;USA;PJ-22-2936;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;46:08.0;Sede1
C8927;Cliente;USA;PJ-21-1512;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;1;0;pcs;USD;0;14:26.0;Sede1
C8927;Cliente;USA;PJ-21-1512;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;-1;0;pcs;USD;0;13:53.0;Sede1
C8927;Cliente;USA;PJ-21-1512;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;8;1;0;pcs;USD;0;30:28.0;Sede1
C8853;Cliente;USA;PJ-21-1412;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;6;1;0;pcs;USD;0;49:41.0;Sede1
C012227;Cliente;USA;PJ-22-2193;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;08:30.0;Sede1
C012227;Cliente;USA;PJ-22-2193;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;pcs;USD;0;05:28.0;Sede1
C012215;Cliente;USA;PJ-22-1522;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;11:22.0;Sede1
C012215;Cliente;USA;PJ-22-1522;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;pcs;USD;0;05:46.0;Sede1
C012227;Cliente;USA;PJ-22-2193;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;01:59.0;Sede1
C012142;Cliente;USA;PJ-22-1529;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;19:30.0;Sede1
C012215;Cliente;USA;PJ-22-1522;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;28:08.0;Sede1
C011877;Cliente;USA;PJ-22-1133;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;9;1;0;pcs;USD;0;18:52.0;Sede1
C011880;Cliente;USA;PJ-22-1144;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;27:44.0;Sede1
C9592;Cliente;USA;PJ-21-3993;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;28:37.0;Sede1
C016638;Cliente;USA;PJ-23-0958;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;5;1;0;pcs;USD;0;49:35.0;Sede1
C016633;Cliente;USA;PJ-23-0967;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;3;1;0;pcs;USD;0;12:28.0;Sede1
C016081;Cliente;USA;PJ-23-0448;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4.5;1;0;pcs;USD;0;04:28.0;Sede1
C015966;Cliente;USA;PJ-23-0381;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;55:18.0;Sede1
C015889;Cliente;USA;PJ-23-0299;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;3;1;0;pcs;USD;0;55:33.0;Sede1
C015788;Cliente;USA;PJ-23-0199;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;3;1;0;pcs;USD;0;36:39.0;Sede1
C015788;Cliente;USA;PJ-23-0199;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;pcs;USD;0;35:51.0;Sede1
C015788;Cliente;USA;PJ-23-0199;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;00:06.0;Sede1
C015676;Cliente;USA;PJ-23-0154;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;10:22.0;Sede1
C010561;Cliente;USA;PJ-22-2324;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;07:35.0;Sede1
C1437;Cliente;USA;PJ-21-1143;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;10;1;0;SRV;USD;0;54:00.0;Sede1
C8693;Cliente;USA;PJ-21-1111;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;10;1;0;SRV;USD;0;44:52.0;Sede1
C8680;Cliente;USA;PJ-21-1087;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;8;1;0;SRV;USD;0;26:18.0;Sede1
C8664;Cliente;USA;PJ-21-1037;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;8;1;0;SRV;USD;0;25:26.0;Sede1
C012524;Cliente;USA;PJ-22-1986;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;34:14.0;Sede1
C012416;Cliente;USA;PJ-22-1857;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;56:10.0;Sede1
C012360;Cliente;USA;PJ-22-1813;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;55:21.0;Sede1
C1453;Government;USA;PJ-22-1359;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;19:48.0;Sede1
C011826;Cliente;USA;PJ-22-1169;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;17:46.0;Sede1
C011592;Cliente;USA;PJ-22-0896;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;56:30.0;Sede1
C011522;Cliente;USA;PJ-22-0739;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4.5;1;0;SRV;USD;0;02:30.0;Sede1
C010554;Cliente;USA;PJ-21-3286;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;24:07.0;Sede1
C9601;Cliente;USA;PJ-21-2405;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;33:11.0;Sede1
C9818;Cliente;USA;PJ-21-2333;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;28:57.0;Sede1
C016449;Cliente;USA;PJ-23-0796;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;5;1;0;SRV;USD;0;02:10.0;Sede1
C016361;Cliente;USA;PJ-23-0739;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;10:16.0;Sede1
C016059;Cliente;USA;PJ-23-0432;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;5;1;0;SRV;USD;0;25:15.0;Sede1
C014269;Cliente;USA;PJ-22-3265;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;36:58.0;Sede1
C014269;Cliente;USA;PJ-22-3265;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;3;-1;0;SRV;USD;0;34:38.0;Sede1
C015295;Cliente;USA;PJ-22-4070;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;06:55.0;Sede1
C015140;Cliente;USA;PJ-22-3931;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;23:29.0;Sede1
C014269;Cliente;USA;PJ-22-3265;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;2.5;1;0;SRV;USD;0;43:33.0;Sede1
C013885;Cliente;USA;PJ-22-3041;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;21:54.0;Sede1
C013885;Cliente;USA;PJ-22-3041;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;SRV;USD;0;19:33.0;Sede1
C014064;Cliente;USA;PJ-22-3110;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;59:06.0;Sede1
C013885;Cliente;USA;PJ-22-3041;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;24:30.0;Sede1
C1453;Government;USA;PJ-22-1359;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;17:48.0;Sede1
C1453;Government;USA;PJ-22-1359;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;0;SRV;USD;0;12:34.0;Sede1
C013414;Cliente;USA;PJ-22-2677;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;58:27.0;Sede1
C014822;Cliente;USA;PJ-22-3681;15346;PaddeConcreto;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;6;1;1300;SRV;USD;1300;43:23.0;Sede1
C012614;Cliente;USA;PJ-22-2014;11733;InstaGene30KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;52:55.0;Sede1
C014822;Cliente;USA;PJ-22-3681;11733;InstaGene30KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;1800;SRV;USD;1800;43:22.0;Sede1
C014822;Cliente;USA;PJ-22-3680;11733;InstaGene30KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;1800;SRV;USD;1800;36:34.0;Sede1
C011563;Cliente;USA;PJ-22-2917;26642;Prueba de carga;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;6;1;4500;SRV;USD;4500;32:23.0;Sede1
C010453;Cliente;USA;NULL;14231;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;2;2;20;pcs;USD;40;16:29.0;Sede1
C013560;Cliente;USA;NULL;16319;BATTERY;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;150;pcs;USD;150;18:27.0;Sede1
C010439;Cliente;NULL;NULL;13537;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;3;1;25;pcs;USD;25;48:02.0;Sede1
C016064;Cliente;USA;NULL;13566;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;4;1;20;pcs;USD;20;35:26.0;Sede1
C010843;Cliente;USA;NULL;12985;FUEL LEVEL;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;75;pcs;USD;75;54:30.0;Sede1
C010202;Cliente;NULL;NULL;16507;KIT SINCRONISMO ABB;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;0;pcs;USD;0;22:44.0;Sede1
C013831;Cliente;USA;NULL;12987;FUEL LEVEL;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;75;pcs;USD;75;20:24.0;Sede1
C011020;Cliente;USA;NULL;13565;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;3;1;20;pcs;USD;20;48:04.0;Sede1
C010453;Cliente;USA;NULL;13578;BREAKER ABB;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;380;pcs;USD;380;53:29.0;Sede1
C010439;Cliente;NULL;NULL;14229;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;15;pcs;USD;15;13:13.0;Sede1
C015846;Cliente;USA;NULL;10772;TIMESWITCH;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;1;1;25;pcs;USD;25;39:29.0;Sede1
C011363;Cliente;USA;NULL;11814;SWITCHING MECHANISM;RMATS;Manufactura;RM-ATS;ROW MATERIALS;1;1;1900;pcs;USD;1900;45:08.0;Sede1
C010945;Cliente;USA;NULL;12224;SWITCHING MECHANISM;RMATS;Manufactura;RM-ATS;ROW MATERIALS;1;1;650;pcs;USD;650;36:58.0;Sede1
C010439;Cliente;NULL;NULL;11946;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;2;1;225;pcs;USD;225;45:32.0;Sede1
C9191;Cliente;NULL;NULL;12303;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;150;pcs;USD;150;29:42.0;Sede1
C015616;Cliente;USA;NULL;1021;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;610;pcs;USD;610;48:20.0;Sede1
C9632;Cliente;USA;NULL;1020;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;150;pcs;USD;150;44:22.0;Sede1
C013044;Cliente;USA;NULL;12916;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;125;pcs;USD;125;02:55.0;Sede1
C016064;Cliente;USA;NULL;12941;SMARTGEN;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;2;1;100;pcs;USD;100;08:22.0;Sede1
C012701;Cliente;USA;NULL;1043;Fiber Glass Turbo;RMHW;Manufactura;RM-HW;ROW MATERIALS;1;1;65;Rollo;USD;65;35:41.0;Sede1
C010795;Cliente;USA;NULL;12995;RainCap212;RMHW;Manufactura;RM-HW;ROW MATERIALS;1;1;35;pcs;USD;35;52:00.0;Sede1
C4764;Cliente;USA;PJ-22-0927-03;13542;Radiator Cover AMRC;RMHW;Manufactura;RM-HW;ROW MATERIALS;1;-1;35;pcs;USD;-35;10:51.0;Sede1
C015846;Cliente;USA;NULL;11238;ALTERNATOR STAMFORD;RMALT;Manufactura;RM-ALT;ROW MATERIALS;1;1;2000;pcs;USD;2000;41:25.0;Sede1
C010843;Cliente;USA;NULL;11251;ALTERNATOR STAMFORD;RMALT;Manufactura;RM-ALT;ROW MATERIALS;1;1;2400;pcs;USD;2400;07:16.0;Sede1
C010102;Cliente;NULL;NULL;11263;ALTERNATOR STAMFORD;RMALT;Manufactura;RM-ALT;ROW MATERIALS;1;1;3500;pcs;USD;3500;00:27.0;Sede1
C011835;Cliente;USA;NULL;12234;ALTERNATOR STAMFORD;RMALT;Manufactura;RM-ALT;ROW MATERIALS;1;1;4300;pcs;USD;4300;06:27.0;Sede1
C4241;Cliente;USA;NULL;17613;FLEETGUARD AIR FILTE;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;6;1;64.11;pcs;USD;64.11;22:17.0;Sede1
C010090;Cliente;USA;NULL;14293;80109134;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;1;2;13.04;pcs;USD;26.08;20:32.0;Sede1
C9851;Cliente;USA;NULL;14336;AIR FILTER;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;6;1;274.6;pcs;USD;274.6;58:28.0;Sede1
C011735;Cliente;USA;NULL;15350;Belt Perkins;SRVPARTS;Venta;SRV-PARTS;SERVICIOS;1;1;38;pcs;USD;38;36:49.0;Sede1
C014839;Cliente;USA;PJ-22-3675;20859;InstaGene16KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;30:44.0;Sede1
C014614;Cliente;USA;PJ-22-3588;11731;InstaGene10KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;23:37.0;Sede1
C011852;Cliente;USA;PJ-22-1114;14283;ELIMINAR;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;33:30.0;Sede1
C014269;Cliente;USA;PJ-22-3266-01;15609;Item de Post-Ventas;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;1;51;15;SRV;USD;765;58:36.0;Sede1
C9632;Cliente;USA;PJ-22-4151;14761;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;pcs;USD;0;56:30.0;Sede1
C013326;Cliente;USA;PJ-22-2622;11732;InstaGene20KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;08:26.0;Sede1
C014822;Cliente;USA;PJ-22-3680;15346;PaddeConcreto;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;6;1;1300;SRV;USD;1300;36:35.0;Sede1
C8610;Cliente;USA;PJ-22-2549;11733;InstaGene30KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;52:47.0;Sede1
C011563;Cliente;USA;PJ-22-2917;26642;Prueba de carga;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;-1;4500;SRV;USD;-4500;49:53.0;Sede1
C012012;Cliente;USA;PJ-22-1290;18124;Instalacióndegenerad;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;4;1;0;SRV;USD;0;38:10.0;Sede1
C8624;Cliente;USA;PJ-21-0785;11734;InstaGene60KW;INSTPARTS;PosVenta;INS-SRV;SERVICIOS;8;1;1250;SRV;USD;1250;17:48.0;Sede1
C010439;Cliente;NULL;NULL;14233;SENSOR;RMELEC;Manufactura;RM-ELEC;ROW MATERIALS;3;1;15;pcs;USD;15;13:55.0;Sede1
C1758;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;2;225;pcs;USD;450;30:02.0;Sede1
C010439;Cliente;NULL;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;49:02.0;Sede1
C010672;Cliente;NULL;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;16:57.0;Sede1
C1758;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;25:32.0;Sede1
C010102;Cliente;NULL;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;39:15.0;Sede1
C1758;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;250;pcs;USD;250;37:14.0;Sede1
C010439;Cliente;NULL;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;250;pcs;USD;250;44:02.0;Sede1
C1758;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;2;225;pcs;USD;450;21:53.0;Sede1
C3154;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;225;pcs;USD;225;50:07.0;Sede1
C014365;Cliente;USA;NULL;12284;DSE;RMETRNC;Manufactura;RM-ETRONIC;ROW MATERIALS;1;1;250;pcs;USD;250;34:14.0;Sede1
C010642;Cliente;NULL;NULL;12996;RainCap2'';RMHW;Manufactura;RM-HW;ROW MATERIALS;1;1;12.8;pcs;USD;12.8;30:08.0;Sede1
